0,0,0,-0.141439206,-0.297766749,-0.186104218,-0.578163772,-0.171215881,-0.806451613,-0.121588089,-1,0.027295285,-0.543424318,-0.339950372,-0.464019851,-0.339950372,-0.382133995,-0.2382134,-0.40942928,0.074441687,-0.344913151,-0.344913151,-0.29528536,-0.307692308,-0.258064516,-0.200992556,-0.275434243,0.076923077,-0.158808933,-0.312655087,-0.143920596,-0.277915633,-0.1191067,-0.168734491,-0.131513648,0.05707196,0.007444169,-0.2382134,-0.009925558,-0.213399504,-0.017369727,-0.11662531,-0.024813896
0,0,0,-0.131188119,-0.294554455,-0.180693069,-0.579207921,-0.173267327,-0.809405941,-0.143564356,-1,0.01980198,-0.547029703,-0.349009901,-0.465346535,-0.346534653,-0.391089109,-0.242574257,-0.418316832,0.064356436,-0.351485149,-0.353960396,-0.297029703,-0.311881188,-0.262376238,-0.202970297,-0.284653465,0.071782178,-0.170792079,-0.319306931,-0.148514851,-0.27970297,-0.123762376,-0.170792079,-0.136138614,0.054455446,-0.004950495,-0.242574257,-0.012376238,-0.212871287,-0.01980198,-0.111386139,-0.02970297
0,0,0,-0.135,-0.2975,-0.185,-0.58,-0.175,-0.81,-0.13,-1,0.0275,-0.545,-0.3425,-0.4625,-0.3375,-0.3825,-0.235,-0.41,0.07,-0.345,-0.35,-0.2925,-0.305,-0.255,-0.1975,-0.2725,0.075,-0.1625,-0.3175,-0.14,-0.275,-0.1175,-0.1675,-0.1325,0.0575,0.005,-0.2425,-0.0075,-0.21,-0.0125,-0.1075,-0.025
0,0,0,-0.1375,-0.295,-0.19,-0.58,-0.1825,-0.81,-0.15,-1,0.0125,-0.555,-0.36,-0.465,-0.3425,-0.385,-0.2325,-0.415,0.0575,-0.3625,-0.3675,-0.2975,-0.31,-0.26,-0.195,-0.285,0.0675,-0.1825,-0.33,-0.145,-0.28,-0.12,-0.165,-0.1375,0.0525,-0.0125,-0.2525,-0.0075,-0.2175,-0.0125,-0.1075,-0.0275
0,0,0,-0.138271605,-0.296296296,-0.190123457,-0.582716049,-0.182716049,-0.812345679,-0.138271605,-1,0.012345679,-0.55308642,-0.35308642,-0.461728395,-0.348148148,-0.382716049,-0.24691358,-0.407407407,0.056790123,-0.358024691,-0.360493827,-0.29382716,-0.316049383,-0.256790123,-0.209876543,-0.27654321,0.061728395,-0.172839506,-0.32345679,-0.145679012,-0.288888889,-0.12345679,-0.182716049,-0.135802469,0.04691358,-0.004938272,-0.241975309,-0.014814815,-0.219753086,-0.022222222,-0.128395062,-0.032098765
0,0,0,-0.132678133,-0.294840295,-0.191646192,-0.577395577,-0.189189189,-0.805896806,-0.152334152,-1,0,-0.55036855,-0.368550369,-0.457002457,-0.363636364,-0.373464373,-0.262899263,-0.395577396,0.041769042,-0.353808354,-0.375921376,-0.294840295,-0.329238329,-0.250614251,-0.221130221,-0.265356265,0.044226044,-0.174447174,-0.343980344,-0.144963145,-0.302211302,-0.115479115,-0.194103194,-0.127764128,0.027027027,-0.007371007,-0.27027027,-0.012285012,-0.238329238,-0.012285012,-0.137592138,-0.017199017
0,0,0,-0.140740741,-0.298765432,-0.212345679,-0.580246914,-0.227160494,-0.807407407,-0.204938272,-1,-0.066666667,-0.560493827,-0.441975309,-0.454320988,-0.404938272,-0.375308642,-0.288888889,-0.402469136,-0.022222222,-0.365432099,-0.444444444,-0.296296296,-0.362962963,-0.261728395,-0.244444444,-0.286419753,-0.009876543,-0.182716049,-0.404938272,-0.148148148,-0.328395062,-0.125925926,-0.209876543,-0.148148148,-0.019753086,-0.009876543,-0.325925926,-0.009876543,-0.269135802,-0.014814815,-0.15308642,-0.032098765
0,0,0,-0.14939759,-0.293975904,-0.277108434,-0.58313253,-0.344578313,-0.812048193,-0.33253012,-1,-0.224096386,-0.580722892,-0.607228916,-0.477108434,-0.534939759,-0.397590361,-0.409638554,-0.421686747,-0.187951807,-0.395180723,-0.607228916,-0.325301205,-0.498795181,-0.284337349,-0.375903614,-0.303614458,-0.16626506,-0.219277108,-0.563855422,-0.180722892,-0.462650602,-0.151807229,-0.337349398,-0.178313253,-0.159036145,-0.048192771,-0.486746988,-0.05060241,-0.409638554,-0.038554217,-0.284337349,-0.048192771
0,0,0,-0.1625,-0.2775,-0.325,-0.5775,-0.3925,-0.8025,-0.3625,-1,-0.285,-0.5625,-0.6525,-0.4575,-0.565,-0.3875,-0.4425,-0.415,-0.2425,-0.38,-0.6625,-0.3025,-0.56,-0.2775,-0.43,-0.2975,-0.22,-0.2,-0.6275,-0.17,-0.5225,-0.15,-0.3875,-0.1675,-0.215,-0.025,-0.55,-0.04,-0.4625,-0.035,-0.33,-0.0375
0,0,0,-0.134210526,-0.281578947,-0.318421053,-0.573684211,-0.394736842,-0.797368421,-0.363157895,-1,-0.326315789,-0.555263158,-0.7,-0.457894737,-0.602631579,-0.405263158,-0.476315789,-0.434210526,-0.297368421,-0.368421053,-0.715789474,-0.294736842,-0.602631579,-0.281578947,-0.471052632,-0.302631579,-0.278947368,-0.181578947,-0.686842105,-0.155263158,-0.568421053,-0.144736842,-0.434210526,-0.160526316,-0.268421053,0,-0.6,-0.013157895,-0.505263158,-0.007894737,-0.378947368,-0.010526316
